workerID,taskID,response,goldLabel,taskContent
A18941IO2ZZWW6,1814,1,1,"Afghanistan&apos;s first post-Taliban elections have been delayed for a second time amid increasing violence towards voters and officials, it was announced on Friday."
A11GX90QFWDLMM,1814,1,1,"Afghanistan&apos;s first post-Taliban elections have been delayed for a second time amid increasing violence towards voters and officials, it was announced on Friday."
A19IBSKBTABMR3,134,1,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
AEX5NCH03LWSG,134,0,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
A17RPF5ZMO75GW,134,0,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
A15L6WGIK3VU7N,134,0,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
A3U7T47F498T1P,134,1,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
AXBQF8RALCIGV,134,0,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
A1DCEOFAUIDY58,134,0,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
A1Q4VUJBMY78YR,134,1,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
A18941IO2ZZWW6,134,1,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
A11GX90QFWDLMM,134,0,0,The Bugbear virus infects computers running the Windows operating system and an unpatched version of Internet Explorer 5.5.
A19IBSKBTABMR3,294,1,1,The three-day G8 summit will take place in Scotland.
AEX5NCH03LWSG,294,1,1,The three-day G8 summit will take place in Scotland.
A17RPF5ZMO75GW,294,1,1,The three-day G8 summit will take place in Scotland.
A15L6WGIK3VU7N,294,1,1,The three-day G8 summit will take place in Scotland.
A3U7T47F498T1P,294,1,1,The three-day G8 summit will take place in Scotland.
AXBQF8RALCIGV,294,1,1,The three-day G8 summit will take place in Scotland.
A1DCEOFAUIDY58,294,1,1,The three-day G8 summit will take place in Scotland.
A1Q4VUJBMY78YR,294,1,1,The three-day G8 summit will take place in Scotland.
A18941IO2ZZWW6,294,1,1,The three-day G8 summit will take place in Scotland.
A11GX90QFWDLMM,294,1,1,The three-day G8 summit will take place in Scotland.
A19IBSKBTABMR3,103,0,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
AEX5NCH03LWSG,103,0,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
A17RPF5ZMO75GW,103,0,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
A15L6WGIK3VU7N,103,0,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
A3U7T47F498T1P,103,0,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
AXBQF8RALCIGV,103,0,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
A1DCEOFAUIDY58,103,0,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
A1Q4VUJBMY78YR,103,1,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
A18941IO2ZZWW6,103,1,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
A11GX90QFWDLMM,103,1,0,The White House ignores Zinni&apos;s opposition to the Iraq War.
A19IBSKBTABMR3,303,1,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
AEX5NCH03LWSG,303,0,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
A17RPF5ZMO75GW,303,1,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
A15L6WGIK3VU7N,303,1,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
A3U7T47F498T1P,303,1,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
AXBQF8RALCIGV,303,1,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
A1DCEOFAUIDY58,303,1,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
A1Q4VUJBMY78YR,303,1,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
A18941IO2ZZWW6,303,1,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
A11GX90QFWDLMM,303,0,1,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.
A19IBSKBTABMR3,2139,1,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
AEX5NCH03LWSG,2139,0,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
A17RPF5ZMO75GW,2139,0,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
A15L6WGIK3VU7N,2139,0,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
A3U7T47F498T1P,2139,0,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
AXBQF8RALCIGV,2139,1,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
A1DCEOFAUIDY58,2139,1,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
A1Q4VUJBMY78YR,2139,1,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
A18941IO2ZZWW6,2139,1,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
A11GX90QFWDLMM,2139,1,0,Turkey was not in favor of &quot;the United States using Turkish bases for conflicts not affecting Turkey.&quot;
A19IBSKBTABMR3,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
AEX5NCH03LWSG,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
A17RPF5ZMO75GW,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
A15L6WGIK3VU7N,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
A3U7T47F498T1P,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
AXBQF8RALCIGV,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
A1DCEOFAUIDY58,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
A1Q4VUJBMY78YR,82,0,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
A18941IO2ZZWW6,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
A11GX90QFWDLMM,82,1,1,"The Los Angeles Lakers won their 3rd straight NBA championship Wednesday night, beating the New Jersey Nets 113-107, sweeping that 4-game championship series."
A19IBSKBTABMR3,938,0,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
AEX5NCH03LWSG,938,0,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
A17RPF5ZMO75GW,938,1,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
A15L6WGIK3VU7N,938,0,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
A3U7T47F498T1P,938,0,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
AXBQF8RALCIGV,938,1,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
A1DCEOFAUIDY58,938,0,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
A1Q4VUJBMY78YR,938,1,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
A18941IO2ZZWW6,938,0,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
A11GX90QFWDLMM,938,0,0,Terrorists in Iraq killed an American soldier they have held hostage since early April because the U.S. government did not change its policy in Iraq.
A19IBSKBTABMR3,965,0,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
AEX5NCH03LWSG,965,0,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
A17RPF5ZMO75GW,965,0,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
A15L6WGIK3VU7N,965,0,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
A3U7T47F498T1P,965,0,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
AXBQF8RALCIGV,965,0,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
A1DCEOFAUIDY58,965,0,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
A1Q4VUJBMY78YR,965,1,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
A18941IO2ZZWW6,965,1,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
A11GX90QFWDLMM,965,0,0,Rios had arrested the student in April for interfering with him and another officer as they answered a police call about a loud party.
A19IBSKBTABMR3,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
AEX5NCH03LWSG,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
A17RPF5ZMO75GW,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
A15L6WGIK3VU7N,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
A3U7T47F498T1P,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
AXBQF8RALCIGV,278,0,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
A1DCEOFAUIDY58,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
A1Q4VUJBMY78YR,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
A18941IO2ZZWW6,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
A11GX90QFWDLMM,278,1,1,"The council has prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup."
A19IBSKBTABMR3,2129,0,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
AEX5NCH03LWSG,2129,0,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
A17RPF5ZMO75GW,2129,0,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
A15L6WGIK3VU7N,2129,0,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
A3U7T47F498T1P,2129,0,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
AXBQF8RALCIGV,2129,0,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
A1DCEOFAUIDY58,2129,0,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
A1Q4VUJBMY78YR,2129,1,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
A18941IO2ZZWW6,2129,1,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
A11GX90QFWDLMM,2129,0,0,A Vancouver wildlife conservation officer shot and killed an urban coyote in a Kitsilano park after the animal bit a child and attacked pets.
A19IBSKBTABMR3,1847,0,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
AEX5NCH03LWSG,1847,0,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
A17RPF5ZMO75GW,1847,0,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
A15L6WGIK3VU7N,1847,0,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
A3U7T47F498T1P,1847,0,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
AXBQF8RALCIGV,1847,0,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
A1DCEOFAUIDY58,1847,0,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
A1Q4VUJBMY78YR,1847,1,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
A18941IO2ZZWW6,1847,0,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
A11GX90QFWDLMM,1847,1,0,Crude oil prices jumped to record levels yesterday as already jittery international oil markets reacted to turmoil at Russian&apos;s largest petroleum producer.
A19IBSKBTABMR3,133,1,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
AEX5NCH03LWSG,133,1,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
A17RPF5ZMO75GW,133,1,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
A15L6WGIK3VU7N,133,1,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
A3U7T47F498T1P,133,1,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
AXBQF8RALCIGV,133,1,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
A1DCEOFAUIDY58,133,1,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
A1Q4VUJBMY78YR,133,1,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
A18941IO2ZZWW6,133,0,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
A11GX90QFWDLMM,133,0,1,"An Internet-borne infection incapacitated tens of thousands of computers on Tuesday, snarling company networks and frustrating home users as it spread across the globe."
A19IBSKBTABMR3,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
AEX5NCH03LWSG,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
A17RPF5ZMO75GW,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
A15L6WGIK3VU7N,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
A3U7T47F498T1P,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
AXBQF8RALCIGV,321,0,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
A1DCEOFAUIDY58,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
A1Q4VUJBMY78YR,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
A18941IO2ZZWW6,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
A11GX90QFWDLMM,321,1,1,"German Chancellor Gerhard Schroeder accused U.K. Prime Minister Tony Blair and Italian Prime Minister Silvio Berlusconi of allying with European conservative parties in a &apos;&apos;blockade&apos;&apos; of the German and French-backed candidate, Belgian Prime Minister Guy Verhofstadt."
A19IBSKBTABMR3,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
AEX5NCH03LWSG,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
A17RPF5ZMO75GW,325,0,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
A15L6WGIK3VU7N,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
A3U7T47F498T1P,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
AXBQF8RALCIGV,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
A1DCEOFAUIDY58,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
A1Q4VUJBMY78YR,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
A18941IO2ZZWW6,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
A11GX90QFWDLMM,325,1,1,"Across the continent, voters voiced discontent by casting ballots for opposition and fringe parties. But most of the 350 million EU citizens eligible to vote didn&apos;t bother to even cast a protest ballot."
A19IBSKBTABMR3,936,0,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
AEX5NCH03LWSG,936,0,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
A17RPF5ZMO75GW,936,0,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
A15L6WGIK3VU7N,936,0,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
A3U7T47F498T1P,936,0,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
AXBQF8RALCIGV,936,1,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
A1DCEOFAUIDY58,936,0,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
A1Q4VUJBMY78YR,936,1,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
A18941IO2ZZWW6,936,1,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
A11GX90QFWDLMM,936,1,0,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant.
A19IBSKBTABMR3,1848,1,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
AEX5NCH03LWSG,1848,1,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
A17RPF5ZMO75GW,1848,0,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
A15L6WGIK3VU7N,1848,0,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
A3U7T47F498T1P,1848,0,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
AXBQF8RALCIGV,1848,1,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
A1DCEOFAUIDY58,1848,0,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
A1Q4VUJBMY78YR,1848,1,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
A18941IO2ZZWW6,1848,0,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
A11GX90QFWDLMM,1848,1,0,MSF was unnerved by a Taliban accusation that its members were spying for the U.S.
A2K5ICP43ML4PW,2122,0,0,Iraq claimed Tuesday to have shot down a second U.S. spy plane in less than a month.
A15L6WGIK3VU7N,2122,0,0,Iraq claimed Tuesday to have shot down a second U.S. spy plane in less than a month.
